commit,dataset,regime,centres,arm,query_type,k,radius,repetition,query_count,construction_time_ms,adapt_time_ms,total_query_time_ms,mean_query_time_ms,median_query_time_ms,p95_query_time_ms,std_query_time_ms,mean_distances,mean_index_distances,mean_leaf_distances,mean_reads,mean_writes,mean_nodes_entered,mean_leaves_entered,mean_subtrees_pruned,mean_tau_updates,mean_queue_pops,mean_queue_pops_discarded,mean_result_size,adapt_distances,adapt_reads,adapt_writes,objects_relocated,reverse_relocations,radius_shrink_total,tree_height,node_count,num_objects,index_size_bytes,correct_results,page_size,seed
5ede674,brcities5507,disperso,8,slimdown,knn,10,0.5,2,100,92.6909,3.2741,9.466,0.09466,0.09255,0.138675,0.0289775,274.46,121.52,152.94,44.41,0,44.41,23.2,240.81,27.36,58.43,15.02,10,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa1,knn,10,0.5,2,100,80.7962,19.3418,8.6778,0.086778,0.08515,0.13308,0.028087,273.68,125.37,148.31,45.44,0,45.44,24.13,253.25,28.64,59.65,15.21,10,23720,8769,529,557,203,28.7503,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa2,knn,10,0.5,2,100,87.2043,108.861,2.894,0.02894,0.02845,0.04323,0.00850589,89.47,41.93,47.54,13.44,0,13.44,5.33,55.26,13.26,30.51,18.07,10,0,0,0,0,0,0,4,488,5507,500736,1,1024,42
5ede674,brcities5507,disperso,8,etapa2_data,knn,10,0.5,2,100,93.0331,96.4508,3.7987,0.037987,0.03795,0.05084,0.0077347,126.37,64.14,62.23,17.65,0,17.65,8.18,92.11,20.91,39.48,22.83,10,0,0,0,0,0,0,4,466,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,disperso,8,original,range,10,0.5,2,100,80.0726,0,7.148,0.07148,0.065,0.11849,0.0295962,164.94,101.83,63.11,40.92,0,40.92,20.49,258.95,0,0,0,5.86,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,slimdown,range,10,0.5,2,100,89.0332,2.7078,7.1093,0.071093,0.0646,0.11721,0.0304852,161.79,96.59,65.2,39.15,0,39.15,18.85,247.36,0,0,0,5.86,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa1,range,10,0.5,2,100,85.449,16.2224,7.3511,0.073511,0.06705,0.12316,0.0318527,165.28,100.83,64.45,40.37,0,40.37,19.94,259.5,0,0,0,5.86,18517,7356,422,446,125,22.6209,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa2,range,10,0.5,2,100,93.3833,123.136,3.4989,0.034989,0.0276,0.05992,0.0143261,47.78,26.43,21.35,11.86,0,11.86,3.95,72.71,0,0,0,5.86,0,0,0,0,0,0,4,488,5507,500736,1,1024,42
5ede674,brcities5507,disperso,8,etapa2_data,range,10,0.5,2,100,90.9408,95.4297,2.8238,0.028238,0.02755,0.04342,0.00934306,64.47,40.06,24.41,14.74,0,14.74,5.76,111.92,0,0,0,5.86,0,0,0,0,0,0,4,466,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,concentrado,2,original,knn,10,0.5,3,100,86.87,0,13.3924,0.133924,0.1325,0.150205,0.00967013,370.12,168.66,201.46,68.22,0,68.22,43.22,290.18,41.38,82.82,15.6,10,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,slimdown,knn,10,0.5,3,100,95.7025,3.2352,12.8463,0.128463,0.1258,0.15545,0.0146743,358.94,160.95,197.99,63.45,0,63.45,38.45,279.59,37.35,78.41,15.96,10,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
